nameOrig,step,type,amount,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
C462911221,1,PAYMENT,2064.34,23466,21401.66,M1577353545,0,0
C2044272973,1,PAYMENT,10808.31,181833,171024.69,M1029148906,0,0
C500660587,1,PAYMENT,10019.06,5203.54,0,M1738784081,0,0
C1463823265,1,PAYMENT,6650,0,0,M1452355939,0,0
C1881868027,1,PAYMENT,9591.5,222813,213221.5,M169370778,0,0
C1548962651,1,DEBIT,9769.9,19098,9328.1,C1529115495,67268.02,52845.35
C60187547,1,PAYMENT,727.25,82019,81291.75,M723689932,0,0
C1649884294,1,PAYMENT,6221.43,19735,13513.57,M605600260,0,0
C337813415,1,TRANSFER,1361.29,16479,15117.71,C810576909,5058,0
C716206126,1,PAYMENT,4594.28,35243,30648.72,M1901648626,0,0
C284268103,1,PAYMENT,12122.55,10963.66,0,M271514713,0,0
C959897458,1,CASH_OUT,93459.27,0,0,C1068824137,410607.6,45982.28
C244190700,1,PAYMENT,1937.5,2220,282.5,M315748820,0,0
C1979325411,1,PAYMENT,2421.15,12358,9936.85,M2050529121,0,0
C69670055,1,DEBIT,2840.25,254,0,C1850180796,1268668.92,1187114.17
C426052262,1,TRANSFER,279422.78,3561,0,C453211571,3461666.05,3726770.23
C1021656938,1,PAYMENT,3215.74,500631.71,497415.98,M47719432,0,0
C1055300312,1,PAYMENT,13890.24,497415.98,483525.74,M258447256,0,0
C443348849,1,DEBIT,8371.5,68673,60301.5,C33524623,1517262.16,138395.49
C1507293264,1,PAYMENT,5954.9,5014,0,M1408043496,0,0
C1619369818,1,PAYMENT,9370.51,0,0,M498023236,0,0
C2144912729,1,PAYMENT,9496.55,0,0,M1153511683,0,0
C150079886,1,PAYMENT,3004.57,0,0,M1818453711,0,0
C1437107223,1,PAYMENT,4351.58,0,0,M413990536,0,0
C9054826,1,PAYMENT,4674,0,0,M1999135146,0,0
C1714539364,1,PAYMENT,2518.13,0,0,M429269396,0,0
C1209962934,1,PAYMENT,6365,0,0,M2089786414,0,0
C336400944,1,PAYMENT,26035.82,0,0,M1019157412,0,0
C1097380,1,PAYMENT,12000.58,0,0,M8268900,0,0
C2082353865,1,PAYMENT,5717.58,0,0,M943219925,0,0
C1037572328,1,PAYMENT,15646.06,0,0,M1286868539,0,0
C1102181662,1,PAYMENT,4905.54,294,0,M978599729,0,0
C1203142603,1,PAYMENT,7029.12,0,0,M731870416,0,0
C1707634104,1,PAYMENT,2374.49,1382,0,M2130606983,0,0
C180489140,1,PAYMENT,6579.9,11432,4852.1,M1512822728,0,0
C2091439256,1,PAYMENT,2481.59,4852.1,2370.51,M1904720585,0,0
C1803714790,1,PAYMENT,6720.15,2370.51,0,M1863557065,0,0
C1428527783,1,PAYMENT,6426.8,6096,0,M423109432,0,0
C1715602761,1,PAYMENT,5274.17,129826,124551.83,M366752671,0,0
C1825923873,1,PAYMENT,2475.77,102792,100316.23,M883735648,0,0
C1118998513,1,PAYMENT,4149.27,34867,30717.73,M906370291,0,0
C1905114489,1,PAYMENT,11380.13,77037.91,65657.79,M538132628,0,0
C1988664928,1,CASH_OUT,119542.86,65657.79,0,C97730845,9940339.29,9367714.52
C1886381510,1,PAYMENT,25424.36,69756.86,44332.5,M1813375175,0,0
C1446511153,1,CASH_OUT,289715.28,44332.5,0,C11003494,1.06E+07,1.02E+07
C1693580552,1,PAYMENT,3149.19,0,0,M1799316869,0,0
C674233333,1,PAYMENT,18952.73,0,0,M1041255755,0,0
C1440939580,1,DEBIT,2983.5,19727.26,16743.76,C1810132623,97128.19,100111.69
C1172417096,1,PAYMENT,13.54,16743.76,16730.22,M314966354,0,0
C780172372,1,PAYMENT,6159.35,92732,86572.65,M1825662118,0,0
C606740638,1,PAYMENT,4209.57,998,0,M105146840,0,0
C730584984,1,PAYMENT,6.93,68267,68260.07,M1276666395,0,0
C969115094,1,PAYMENT,7055.84,48915,41859.16,M485237151,0,0
C1764622989,1,PAYMENT,1058.63,6032,4973.37,M1714007305,0,0
C1138845999,1,CASH_IN,95983.62,46465,142448.62,C1219161283,0,0
C1048332309,1,PAYMENT,5973.9,58319.72,52345.82,M668929853,0,0
C204844842,1,PAYMENT,6397.18,52345.82,45948.64,M1146423186,0,0
C406180845,1,PAYMENT,3076.45,897150.84,894074.39,M1196200241,0,0
C1713453581,1,CASH_OUT,197761.38,894074.39,696313.01,C1068824137,504066.87,45982.28
C178575564,1,CASH_OUT,100740.53,696313.01,595572.48,C248609774,6453430.91,6534746.07
C1018742990,1,CASH_OUT,14166.38,595572.48,581406.1,C1364913072,34155.22,47409.85
C534643569,1,CASH_OUT,134543.6,581406.1,446862.5,C1899073220,420946.86,877201.48
C1891673045,1,CASH_OUT,48206.82,446862.5,398655.68,C297927961,132842.64,97990.29
C1552836537,1,CASH_OUT,282944.06,398655.68,115711.62,C1122118227,427095,1.11E+07
C638204510,1,CASH_OUT,19270.14,115711.62,96441.48,C660143728,42450.71,103167.33
C1226858597,1,CASH_OUT,5493.19,96441.48,90948.3,C884457408,502480.02,84916.82
C1007402143,1,PAYMENT,5983.51,48974,42990.49,M320321288,0,0
C1681434622,1,PAYMENT,2388.24,12264,9875.76,M777113684,0,0
C1331654213,1,PAYMENT,6381.32,33008.44,26627.12,M1633566545,0,0
C1081635795,1,PAYMENT,9899.52,26627.12,16727.6,M1619773688,0,0
C1410514922,1,PAYMENT,2368.4,50244,47875.6,M1151772302,0,0
C1195615010,1,PAYMENT,5764.6,13825,8060.4,M2033282874,0,0
C941453849,1,PAYMENT,3236.86,21393,18156.14,M1241395522,0,0
C335466988,1,PAYMENT,4209.87,40973,36763.13,M1640244246,0,0
C848961421,1,DEBIT,11388.1,55386,43997.9,C357863579,92307.65,47457.17
C173431997,1,TRANSFER,124041.53,33260,0,C2140846441,65,34856.89
C1875025322,1,PAYMENT,12061.28,11993,0,M795275472,0,0
C1298330822,1,DEBIT,1072.36,1388,315.64,C1711105800,456986,147251.58
C1969875555,1,CASH_OUT,189476.67,315.64,0,C1259769769,252055.24,109421.19
C247269033,1,PAYMENT,8054.62,290772.6,282717.99,M382044126,0,0
C1289454852,1,CASH_OUT,457194.09,282717.99,0,C22805895,651524.92,483173.63
C1994085390,1,TRANSFER,219583.95,39387,0,C1997859171,383533.35,393957.76
C271944754,1,PAYMENT,6015.17,34493,28477.83,M720638621,0,0
C974606690,1,PAYMENT,6748.38,17008,10259.62,M373299466,0,0
C707281900,1,CASH_IN,271566.78,10259.62,281826.4,C451111351,3940085.21,3419944.48
C541248718,1,CASH_IN,190398.63,281826.4,472225.03,C681979935,674707,176131.8
C551421413,1,CASH_IN,149651.68,472225.03,621876.71,C681979935,484308.37,176131.8
C918606013,1,CASH_IN,84527.66,621876.71,706404.36,C1262822392,1.25E+07,1.19E+07
C1579139754,1,CASH_IN,1030100.15,706404.36,1736504.51,C747464370,1567434.81,90450.54
C1754087707,1,CASH_IN,55091.05,1736504.51,1791595.57,C1831477404,247063.16,224705.73
C942444738,1,CASH_IN,318209.62,1791595.57,2109805.18,C1360767589,2107965.39,1155321.27
C140110402,1,CASH_IN,294676.6,2109805.18,2404481.78,C667346055,9291619.62,1.07E+07
C678654833,1,CASH_IN,294304.91,2404481.78,2698786.7,C1789550256,4619798.56,3964356.31
C720661245,1,CASH_IN,168276.37,2698786.7,2867063.07,C2083562754,982390.26,814113.89
C1979860449,1,CASH_IN,38583.71,2867063.07,2905646.78,C968113504,241220.25,76120.27
C835631769,1,PAYMENT,2338.05,81955,79616.95,M43368234,0,0
C197107207,1,CASH_IN,276273.67,922,277195.67,C597190999,6830.83,0
C1878454236,1,PAYMENT,10928.31,277195.67,266267.36,M724081353,0,0
C82517097,1,PAYMENT,11335.23,10537,0,M1943266645,0,0
C721648892,1,DEBIT,924.07,21898,20973.93,C115939475,20955,0
C1150436743,1,PAYMENT,7677.95,45881.29,38203.34,M407241000,0,0
C1960031800,1,CASH_IN,132540.87,38203.34,170744.21,C884457408,507973.21,84916.82
C1149747394,1,CASH_IN,170914.25,170744.21,341658.45,C796774130,196149,25234.75
C309271464,1,CASH_IN,17487.62,341658.45,359146.07,C22805895,1108719.01,483173.63
C973604748,1,CASH_IN,230892.79,359146.07,590038.87,C909295153,5602234.95,5729799.14
C1401095299,1,CASH_IN,734657.1,590038.87,1324695.96,C33524623,1525633.67,138395.49
C704143329,1,CASH_IN,452932.69,1324695.96,1777628.65,C453211571,3741088.83,3726770.23
C1134601005,1,CASH_IN,70299.66,1777628.65,1847928.31,C1068824137,701828.25,45982.28
C963573938,1,CASH_IN,245679.75,1847928.31,2093608.06,C1899073220,555490.45,877201.48
C1921143808,1,CASH_IN,300768.79,2093608.06,2394376.85,C1711105800,458058.36,147251.58
C435034854,1,CASH_IN,90697.75,2394376.85,2485074.59,C662736689,4891090.56,4629353.77
C1594981181,1,CASH_IN,130280.74,2485074.59,2615355.34,C11003494,1.09E+07,1.02E+07
C292856581,1,CASH_IN,72984.81,2615355.34,2688340.14,C564160838,1254956.07,1070702.75
C1907808127,1,CASH_IN,336230.03,2688340.14,3024570.17,C747464370,537334.66,90450.54
C409393797,1,CASH_IN,75162.99,3024570.17,3099733.16,C1335050193,353532.56,53743.06
C1291485735,1,CASH_IN,147987.48,3099733.16,3247720.64,C2100440237,235238.66,87251.18
C2015521846,1,CASH_IN,76305.39,3247720.64,3324026.03,C2063763486,601898.44,792325.38
C1063801186,1,CASH_IN,18194.34,3324026.03,3342220.38,C1335050193,278369.57,53743.06
C301205240,1,CASH_IN,68931.2,3342220.38,3411151.57,C1277716905,79933,0
C159860059,1,CASH_IN,231460.09,3411151.57,3642611.66,C11003494,1.07E+07,1.02E+07
C1647303553,1,CASH_IN,156316.71,3642611.66,3798928.38,C1859965144,269880,0
C523331047,1,CASH_IN,232720.95,3798928.38,4031649.33,C1360767589,1789755.77,1155321.27
C784556863,1,CASH_IN,18536.86,4031649.33,4050186.19,C193625667,303464,0
C492656161,1,CASH_IN,89380.43,4050186.19,4139566.62,C1459035867,221328,58638.78
C20084184,1,CASH_IN,568912.68,4139566.62,4708479.3,C998351292,1015132.48,1097218.45
C364389956,1,PAYMENT,3351.14,1370.51,0,M542598487,0,0
C1464652578,1,PAYMENT,4564.51,0,0,M1170399398,0,0
C295466076,1,PAYMENT,3050.39,0,0,M175822565,0,0
C991875403,1,PAYMENT,942.95,0,0,M1762378078,0,0
C466056887,1,PAYMENT,121.27,0,0,M1196836564,0,0
C168776700,1,PAYMENT,3798.36,0,0,M1035563730,0,0
C501991708,1,PAYMENT,2246.11,0,0,M1753107603,0,0
C404648659,1,PAYMENT,1217.83,0,0,M1858583776,0,0
C757541645,1,PAYMENT,1285.77,0,0,M925364462,0,0
C1547994163,1,PAYMENT,25767.46,0,0,M263656423,0,0
C459030111,1,PAYMENT,6054.6,0,0,M326376794,0,0
C1802073627,1,PAYMENT,1816.52,0,0,M1551263930,0,0
C639769517,1,PAYMENT,5171.22,0,0,M361712894,0,0
C905329146,1,PAYMENT,1566.11,0,0,M1521132614,0,0
C1818440653,1,PAYMENT,7014.89,0,0,M65305091,0,0
C131709548,1,PAYMENT,3858.3,0,0,M148813381,0,0
C2111181256,1,PAYMENT,27018.5,0,0,M1564629011,0,0
C386040589,1,PAYMENT,2879.51,0,0,M1788048182,0,0
C663119869,1,PAYMENT,18975.26,0,0,M1749758430,0,0
C1800592689,1,PAYMENT,3056.61,0,0,M438897070,0,0
C235154585,1,PAYMENT,798.26,26149,25350.74,M1064315206,0,0
C1119277260,1,PAYMENT,2807.18,463883,461075.82,M268490061,0,0
C1062163248,1,PAYMENT,2746.12,51443,48696.88,M21723014,0,0
C1963980755,1,PAYMENT,5256.18,10136,4879.82,M1672736386,0,0
C639690519,1,PAYMENT,2153.73,15409,13255.27,M2089636626,0,0
C1983283775,1,PAYMENT,4378.75,10951,6572.25,M168670597,0,0
C724886412,1,PAYMENT,16910.42,45142,28231.58,M1027022907,0,0
C2144496344,1,PAYMENT,4195.41,15204,11008.59,M412375354,0,0
C347136295,1,CASH_OUT,247199.96,144742,0,C195600860,40348.79,82846.67
C276970866,1,PAYMENT,2505.99,1476,0,M2095710480,0,0
C1183701566,1,PAYMENT,5986.18,470,0,M1428664849,0,0
C1422883946,1,PAYMENT,6794.37,0,0,M2013332834,0,0
C1349872758,1,PAYMENT,5029.67,0,0,M950729555,0,0
C388623360,1,PAYMENT,4489.66,601273,596783.34,M1744032146,0,0
C480118726,1,PAYMENT,5193.39,32456,27262.61,M1929447269,0,0
C722513129,1,DEBIT,4188.03,8765,4576.97,C101601906,16097.76,20285.79
C1377212248,1,PAYMENT,4975.75,2415.16,0,M1054477035,0,0
C1167792250,1,TRANSFER,91424.21,0,0,C1067936865,154845,0
C1799521220,1,PAYMENT,1780.48,26010,24229.52,M218654115,0,0
C1668004795,1,PAYMENT,2211.92,105680,103468.08,M2125346660,0,0
C17680342,1,PAYMENT,9245.27,41512,32266.73,M1332121385,0,0
C1903051549,1,CASH_IN,9467.87,6071,15538.87,C373928166,0,0
C2121551683,1,CASH_OUT,519973.96,121,0,C1163619825,0,135715.81
C296223788,1,PAYMENT,7071.42,37203.61,30132.19,M1783418615,0,0
C1765350920,1,CASH_OUT,166808.69,30132.19,0,C1076835071,318637.36,267912.2
C904612411,1,PAYMENT,7852.4,21367,13514.6,M1689498062,0,0
C1753542873,1,PAYMENT,4453.49,36992,32538.51,M1240230559,0,0
C649681675,1,PAYMENT,1880.05,20028,18147.95,M1602069459,0,0
C271614685,1,DEBIT,8607.73,69674,61066.27,C681979935,334656.69,176131.8
C975354582,1,PAYMENT,5111.72,57643.02,52531.3,M1454366618,0,0
C1694408103,1,PAYMENT,232.74,52531.3,52298.57,M1892470159,0,0
C1595354442,1,DEBIT,8326.13,25675,17348.87,C1058634310,16727.6,25053.73
C2011982397,1,PAYMENT,10169.55,8181,0,M1743770306,0,0
C1910098693,1,PAYMENT,4655.03,165086,160430.97,M398644489,0,0
C57407566,1,PAYMENT,2732.73,4676,1943.27,M436949795,0,0
C632627844,1,PAYMENT,6948.21,66575.5,59627.3,M610189734,0,0
C2016142571,1,TRANSFER,92236.11,59627.3,0,C1749186397,272537.66,86070.17
C947462790,1,TRANSFER,104267.94,0,0,C655381473,189534.74,352750.76
C886343183,1,TRANSFER,176127.45,0,0,C1401316767,407298.23,61151.23
C1716855490,1,TRANSFER,94087.34,0,0,C1916720513,2905646.78,2906551.06
C1107201631,1,TRANSFER,172867.65,0,0,C481402298,698572,330085.6
C811792884,1,TRANSFER,277611.59,0,0,C1899073220,309810.71,877201.48
C538375433,1,TRANSFER,1755646.72,0,0,C932583850,2719172.89,4410975.57
C1864007931,1,TRANSFER,2441078.3,0,0,C667346055,8996943.02,1.07E+07
C1512273713,1,TRANSFER,1147953.82,0,0,C657736958,4708479.3,5579568.65
C2099878104,1,TRANSFER,395709.23,0,0,C998351292,446219.81,1097218.45
C1778422985,1,TRANSFER,168001.93,0,0,C1538745405,266267.36,469207.53
C1369885738,1,TRANSFER,2032275.62,0,0,C392292416,3420103.09,5056707.37
C285058000,1,TRANSFER,44944.32,0,0,C1653859230,55414,100358.32
C555943503,1,TRANSFER,957339.52,0,0,C665576141,5652327.61,6609667.12
C1332439166,1,TRANSFER,459709.79,0,0,C1122118227,710039.06,1.11E+07
C684407333,1,TRANSFER,637758.38,0,0,C564160838,1181971.26,1070702.75
C1431699407,1,DEBIT,525.22,10229,9703.78,C1034584766,1003,1528.22
C1828559444,1,PAYMENT,3847.27,36757.68,32910.4,M2025928493,0,0
C162144258,1,PAYMENT,14126.82,32910.4,18783.58,M1945836927,0,0
C1943275118,1,PAYMENT,5478.51,4228,0,M39661414,0,0
C1513071903,1,TRANSFER,194351.55,59,0,C24119573,10389.58,51574.35
C1905548224,1,PAYMENT,1039.62,441531.91,440492.28,M580965610,0,0
C1240328647,1,CASH_OUT,230943.69,440492.28,209548.6,C453211571,3288156.14,3726770.23
C1858976440,1,PAYMENT,6904.63,1819729.64,1812825.01,M1037346554,0,0
C435626542,1,PAYMENT,3065.84,1812825.01,1809759.18,M1064456966,0,0
C1013528106,1,PAYMENT,5641.56,1809759.18,1804117.61,M605201451,0,0
C72615125,1,PAYMENT,3422.04,1804117.61,1800695.57,M689147194,0,0
C1555965524,1,PAYMENT,1380.16,1800695.57,1799315.42,M1841099284,0,0
C1231696346,1,PAYMENT,681.05,1799315.42,1798634.37,M2082807696,0,0
C1367612102,1,PAYMENT,2064.02,1798634.37,1796570.34,M1537371824,0,0
C1130258687,1,PAYMENT,12605.06,1796570.34,1783965.28,M399715995,0,0
C1727026317,1,PAYMENT,8923.42,1783965.28,1775041.86,M779051277,0,0
C512140711,1,PAYMENT,7761.72,1775041.86,1767280.15,M279963418,0,0
C1948224958,1,PAYMENT,2274.37,134958,132683.63,M556662073,0,0
C170778406,1,PAYMENT,10273.19,159642,149368.81,M1708490318,0,0
C1840217399,1,PAYMENT,2673.52,51875,49201.48,M598049166,0,0
C1192603187,1,PAYMENT,6022.64,50952,44929.36,M167550865,0,0
C531373404,1,DEBIT,891.93,51467,50575.07,C1778801068,55432,8813776.61
C277497558,1,PAYMENT,5055.22,1054,0,M2055472834,0,0
C392760852,1,PAYMENT,5726.49,49461,43734.51,M1750120280,0,0
C707719282,1,PAYMENT,3738.25,25078,21339.75,M1883652579,0,0
C788592721,1,PAYMENT,3608.34,84932,81323.66,M1107779742,0,0
C527939020,1,PAYMENT,4050.19,28451,24400.81,M1568450200,0,0
C1972772630,1,PAYMENT,8146.24,52330,44183.76,M208437930,0,0
C773300030,1,PAYMENT,830.96,10974,10143.04,M384283650,0,0
C1397516135,1,PAYMENT,6292.23,6109,0,M1004390006,0,0
C698437724,1,PAYMENT,969.76,0,0,M38647502,0,0
C839552703,1,PAYMENT,9492.53,285,0,M1739653374,0,0
C1152487396,1,PAYMENT,2565.39,30710,28144.61,M732277370,0,0
C1295820487,1,DEBIT,2050.83,23247,21196.17,C1076835071,485446.05,267912.2
C585496942,1,PAYMENT,7199.26,123307,116107.74,M1784908921,0,0
C1821580597,1,PAYMENT,5843.74,0,0,M1152488702,0,0
C1225927567,1,CASH_OUT,127143.23,0,0,C1899073220,587422.29,877201.48
C1071933072,1,CASH_OUT,276138.13,177971,0,C543409470,10599,0
C1273675500,1,PAYMENT,265.8,3767,3501.2,M62182667,0,0
C1529010337,1,PAYMENT,2211.53,20478,18266.47,M1198450099,0,0
C1508720236,1,PAYMENT,5298.21,487063,481764.79,M2094310615,0,0
C830381116,1,PAYMENT,3904.44,1595,0,M26059997,0,0
C832828638,1,PAYMENT,3679.37,64106.18,60426.81,M1753746465,0,0
C768795248,1,CASH_OUT,432168.02,60426.81,0,C1286084959,2107778.11,1923836.34
C1100288091,1,PAYMENT,8001.69,51106,43104.31,M1866340787,0,0
C1207953777,1,PAYMENT,1361.26,22691,21329.74,M2097435292,0,0
C351965871,1,PAYMENT,3638.87,46462.23,42823.36,M186049026,0,0
C865744496,1,CASH_IN,54152.03,42823.36,96975.39,C667346055,1.14E+07,1.07E+07
C1825903149,1,CASH_IN,22765.47,96975.39,119740.86,C421163163,117682,81993.37
C746228466,1,CASH_IN,133621.41,119740.86,253362.28,C1935365522,158433.78,24812.36
C281049997,1,CASH_IN,215511.92,253362.28,468874.2,C1850180796,1271509.17,1187114.17
C1913386579,1,CASH_IN,205612.49,468874.2,674486.68,C557041912,557537.26,74144.04
C906741317,1,CASH_IN,113486.72,674486.68,787973.4,C832279283,185389.8,71903.08
C1323235180,1,CASH_IN,38883.63,787973.4,826857.03,C1568059495,122750.49,83866.86
C1565647145,1,CASH_IN,242679.64,826857.03,1069536.68,C392292416,5452378.71,5056707.37
C1891974590,1,CASH_IN,17791.71,1069536.68,1087328.38,C540811471,20904,3112.29
C412410893,1,CASH_IN,248307.1,1087328.38,1335635.48,C667346055,1.14E+07,1.07E+07
C566760932,1,CASH_IN,911.76,1335635.48,1336547.24,C1364913072,48321.6,47409.85
C1933762653,1,CASH_IN,203301.58,1336547.24,1539848.82,C1234776885,2025098.66,1791710.89
C707992390,1,CASH_IN,457363.51,1539848.82,1997212.32,C248609774,6554171.44,6534746.07
C356005505,1,CASH_IN,126950.91,1997212.32,2124163.23,C22805895,1091231.39,483173.63
C1950246647,1,CASH_IN,34638.53,2124163.23,2158801.76,C195600860,287548.75,82846.67
C278536229,1,CASH_IN,152873.19,2158801.76,2311674.95,C193864812,342485,75329.4
C574746715,1,CASH_IN,27363.26,2311674.95,2339038.21,C1590550415,1.92E+07,1.81E+07
C1981372076,1,CASH_IN,184263.87,2339038.21,2523302.08,C1816757085,1.07E+07,1.01E+07
C1905758022,1,CASH_IN,178912.5,2523302.08,2702214.59,C1041638599,302417,17504.47
C810353241,1,CASH_IN,37590.03,2702214.59,2739804.62,C884457408,375432.34,84916.82
C488898339,1,CASH_IN,172844.87,2739804.62,2912649.49,C657736958,5856433.12,5579568.65
C557016605,1,CASH_IN,131027.05,2912649.49,3043676.54,C35534346,178120.16,10317.66
C1821581506,1,CASH_IN,44873.56,3043676.54,3088550.1,C1740000325,1363368.51,0
C873769155,1,CASH_IN,405429.47,3088550.1,3493979.56,C716083600,2444985.19,2107162.1
C919376773,1,CASH_IN,44809.72,3493979.56,3538789.28,C657736958,5683588.25,5579568.65
C217389263,1,CASH_IN,1076.27,3538789.28,3539865.55,C838411509,22774.25,23539.55
C2031467683,1,CASH_IN,61546.97,3539865.55,3601412.53,C1577213552,217862.21,8722.97
C1758876146,1,CASH_IN,135665.1,3601412.53,3737077.62,C2118255842,248817.48,379539.92
C987015126,1,CASH_IN,36040.39,3737077.62,3773118.02,C447320069,51291,0
C507765539,1,CASH_IN,33692.43,3773118.02,3806810.45,C1721246982,1114787.21,1259045.81
C1248310508,1,CASH_IN,312061.25,3806810.45,4118871.69,C401424608,1178808.14,0
C275002771,1,CASH_IN,160565,4118871.69,4279436.69,C998351292,841929.03,1097218.45
C261216862,1,CASH_IN,226580.84,4279436.69,4506017.53,C543409470,286737.13,0
C248146548,1,CASH_IN,71176.26,4506017.53,4577193.8,C1286084959,2539946.14,1923836.34
C2046652309,1,CASH_IN,223565.38,4577193.8,4800759.18,C681979935,343264.42,176131.8
C1216611732,1,CASH_IN,208664.25,4800759.18,4800759.18,C1870252780,4800759.18,7416184.79
C1237743088,1,CASH_IN,425986.84,4800759.18,5226746.02,C1590550415,1.91E+07,1.81E+07
C344080246,1,CASH_IN,100127.4,5226746.02,5326873.42,C1259769769,209548.6,109421.19
C110197684,1,CASH_IN,95564.34,5326873.42,5422437.76,C1688019098,97263.78,1699.44
C1859216983,1,CASH_IN,484.57,5422437.76,5422922.33,C657736958,5638778.53,5579568.65
C339933064,1,CASH_IN,113287.66,5422922.33,5536209.99,C1859965144,113563.29,0
C289281017,1,CASH_IN,92398.49,5536209.99,5628608.48,C1740000325,1318494.95,0
C478123697,1,CASH_IN,198303.64,5628608.48,5826912.11,C97730845,1.01E+07,9367714.52
C2038020279,1,CASH_IN,126873.28,5826912.11,5953785.39,C97730845,9861578.52,9367714.52
C2047147687,1,CASH_IN,12229.75,5953785.39,5966015.15,C1629911510,15375.37,3145.61
C465869765,1,CASH_IN,20490.81,5966015.15,5986505.96,C878506901,21695,1204.19
C2070830098,1,CASH_IN,86419.78,5986505.96,6072925.74,C1899073220,714565.52,877201.48
C1332150216,1,CASH_IN,122464.68,6072925.74,6195390.42,C655381473,293802.68,352750.76
C306889029,1,CASH_IN,18598.96,6195390.42,6213989.38,C801142660,361384.16,637928.74
C770669178,1,CASH_IN,287126.8,6213989.38,6501116.17,C33524623,790976.57,138395.49
C619199769,1,CASH_IN,8261.33,6501116.17,6509377.51,C728885526,90948.3,138627.65
C1544031987,1,CASH_IN,301755.98,6509377.51,6509377.51,C1870252780,6509377.51,7416184.79
C411876574,1,CASH_IN,121723,6509377.51,6631100.51,C1163619825,519973.96,135715.81
C1323706655,1,CASH_IN,110654.09,6631100.51,6741754.6,C747464370,201104.63,90450.54
C721671471,1,CASH_IN,23795.08,6741754.6,6765549.68,C534662976,39894,0
C937437482,1,CASH_IN,130638.93,6765549.68,6896188.61,C557041912,351924.78,74144.04
C1257703748,1,CASH_IN,314025.37,6896188.61,7210213.98,C564160838,1767280.15,1070702.75
C891715540,1,CASH_IN,90540.93,7210213.98,7300754.91,C297927961,181049.46,97990.29
C3768050,1,CASH_IN,109718.72,7300754.91,7410473.63,C1041638599,123504.5,17504.47
C916897446,1,CASH_IN,61515.99,7410473.63,7471989.62,C1590550415,1.87E+07,1.81E+07
C1156135967,1,CASH_IN,43478.09,7471989.62,7515467.71,C2117043942,124103,173135.98
C1110913929,1,PAYMENT,4541.85,198,0,M162667475,0,0
C174245837,1,PAYMENT,525.89,8496.61,7970.72,M124132186,0,0
C2083969860,1,PAYMENT,353.62,7970.72,7617.1,M1707293586,0,0
C2030294088,1,PAYMENT,6257.76,22163,15905.24,M1309191417,0,0
C70165127,2,PAYMENT,1826.81,24622,22795.19,M2026706491,0,0
C520830206,2,PAYMENT,7709.2,52152,44442.8,M351216770,0,0
C1705281026,2,PAYMENT,3023.16,178,0,M1967667267,0,0
C862062296,2,PAYMENT,3708.43,0,0,M1589968642,0,0
C521270862,2,PAYMENT,8702.16,20929,12226.84,M724525007,0,0
C140040372,2,PAYMENT,1552.48,485,0,M1897732690,0,0
C1630413241,2,PAYMENT,5427.59,6307,879.41,M808377204,0,0
C2130520253,2,PAYMENT,5179.7,105425,100245.3,M1730900666,0,0
C1998103567,2,PAYMENT,292.45,157212,156919.55,M824915171,0,0
C646204091,2,PAYMENT,4424.09,10691,6266.91,M445010547,0,0
C680306160,2,PAYMENT,13400.4,297576,284175.6,M1080561710,0,0
C1153256202,2,PAYMENT,10967.1,284175.6,273208.5,M1811975204,0,0
C560858993,2,PAYMENT,16171.2,679,0,M554146322,0,0
C265052195,2,CASH_IN,171039.04,19276,190315.04,C662736689,4800392.81,4629353.77
C1741007954,2,PAYMENT,1876.99,38629,36752.01,M910260820,0,0
C730575236,2,PAYMENT,8053.59,80291,72237.41,M1193939374,0,0
C231182885,2,PAYMENT,458.45,108051,107592.55,M820627987,0,0
C1176001051,2,DEBIT,3167.07,131947.57,128780.5,C1899073220,628145.74,877201.48
C1361609751,2,PAYMENT,6550.89,128780.5,122229.61,M1624203949,0,0
C503879157,2,PAYMENT,191.73,1077,885.27,M449105069,0,0
C265939934,2,PAYMENT,14287.64,885.27,0,M345516674,0,0
C1323676377,2,PAYMENT,3849.14,20303,16453.86,M1928900108,0,0
C843005078,2,PAYMENT,9006.17,30911,21904.83,M1730595945,0,0
C79092014,2,PAYMENT,2876.88,109,0,M864657274,0,0
C2023349777,2,PAYMENT,1128.88,89406,88277.12,M688722159,0,0
C465621833,2,PAYMENT,4089.67,124579,120489.33,M1682828548,0,0
C1385352906,2,PAYMENT,3021.67,10215,7193.33,M332998175,0,0
C245298614,2,PAYMENT,5061.75,21090,16028.25,M87035052,0,0
C1091597918,2,PAYMENT,7807.42,29982,22174.58,M463690173,0,0
C1659452474,2,PAYMENT,10684.01,22174.58,11490.57,M1731795367,0,0
C634991000,2,PAYMENT,6328.21,9009,2680.79,M607578671,0,0
C261429887,2,PAYMENT,6125.72,20994,14868.28,M550424075,0,0
C1282899579,2,CASH_IN,186660.82,56323.93,242984.75,C503195940,0,0
C1594065480,2,CASH_IN,168258.14,242984.75,411242.89,C1870252780,7515467.71,7416184.79
C2028088629,2,CASH_IN,142236.29,411242.89,553479.18,C1750905143,424250.45,282014.16
C780802740,2,CASH_IN,29488.46,553479.18,582967.64,C306206744,3554299.27,3541578.38
C1509506488,2,CASH_IN,452478.54,582967.64,1035446.18,C1782113663,3997768.55,2798692.37
